Name,Author,Rating,Reviews,Type,Price(USD),Year
The 7 Habits of Highly Effective People,Stephen R. Covey,4.6,6199,Paperback,25.99,2004
The Curious Incident of the Dog in the Night-Time,Mark Haddon,4.3,9512,Paperback,0.94,2004
The Ultimate Weight Solution Food Guide,Dr. Phil McGraw,4.1,139,Mass Market Paperback,10.67,2004
"The Last Juror: A Novel (Grisham, John)",John Grisham,4.6,1937,Hardcover,16.98,2004
The Plot Against America: A Novel,Philip Roth,4.3,1976,Hardcover,13.74,2004
Fish: A Proven Way to Boost Morale and Improve Results,Stephen C. Lundin,4.6,1483,Hardcover,16.99,2004
"1,000 Places to See Before You Die: A Traveler's Life List",Patricia Schultz,4.4,518,Paperback,11.91,2004
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,4.3,871,Paperback,12.97,2004
"Song of Susannah (The Dark Tower, Book 6)",Stephen King,4.6,2274,Hardcover,34.65,2004
The Power of Intention,Dr. Wayne W. Dyer,4.7,1842,Hardcover,18.78,2004
Dress Your Family in Corduroy and Denim,David Sedaris,4.6,1098,Hardcover,23.57,2004
Middlesex: A Novel,Jeffrey Eugenides,4.4,2733,Paperback,13.82,2004
The Perricone Promise: Look Younger Live Longer in Three Easy Steps,Nicholas Perricone,4.3,154,Hardcover,13.7,2004
"The Elements of Style, Fourth Edition",William Strunk Jr.,4.7,5444,Paperback,0.94,2004
"The Dark Tower (The Dark Tower, Book 7)",Stephen King,4.7,3145,Hardcover,39.4,2004
Jonathan Strange & Mr. Norrell,Susanna Clarke,4.3,3362,Hardcover,33.55,2004
"The Grim Grotto (A Series of Unfortunate Events, Book 11)",Lemony Snicket,4.8,665,Hardcover,12.39,2004
How to Win Friends & Influence People,Dale Carnegie,4.7,34503,Mass Market Paperback,20.1,2004
"First, Break All the Rules: What the World's Greatest Managers Do Differently",Marcus Buckingham,4.6,1219,Hardcover,17.99,2004
Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,4.5,588,Paperback,20.99,2004
"The Price of Loyalty: George W. Bush, the White House, and the Education of Paul O'Neill",Ron Suskind,4.4,282,Hardcover,13.67,2004
Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,4.8,7510,Board book,0.25,2004
Alexander Hamilton,Ron Chernow,4.8,13411,Hardcover,4,2004
AMERICAN SOLDIER,Tommy Franks,4.6,206,Hardcover,14.99,2004
Family First: Your Step-by-Step Plan for Creating a Phenomenal Family,Dr. Phil McGraw,4.4,275,Hardcover,8.96,2004
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,4006,Paperback,0.94,2004
A Short History of Nearly Everything,Bill Bryson,4.6,6992,Hardcover,2.83,2004
One Hundred Years of Solitude (Oprah's Book Club),Gabriel Garcia Marquez,4.5,4864,Paperback,14.55,2004
How Full Is Your Bucket?,Tom Rath,4.6,753,Hardcover,17.38,2004
Angels & Demons,Dan Brown,4.6,6318,Hardcover,26.33,2004
I Am Charlotte Simmons: A Novel,Tom Wolfe,4.2,805,Hardcover,14.56,2004
Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,Robert Kurson,4.8,1657,Hardcover,24.49,2004
The Time Traveler's Wife,Audrey Niffenegger,4.4,4232,Paperback,13.2,2004
What's the Matter with Kansas? How Conservatives Won the Heart of America,Thomas Frank,4.4,668,Hardcover,18.5,2004
"Holy Blood, Holy Grail",Michael Baigent,4.4,843,Paperback,4.9,2004
Skinny Dip,Carl Hiaasen,4.4,1131,Hardcover,18.52,2004
Doyle Brunson's Super System,Doyle 'Texas Dolly' Brunson,4.5,545,Paperback,17.95,2004
State of Fear,Michael Crichton,4.2,2737,Hardcover,16.45,2004
Raving Fans: A Revolutionary Approach To Customer Service,Ken Blanchard,4.6,928,Hardcover,13.7,2004
Imperial Hubris: Why the West Is Losing the War on Terror,Michael Scheuer,4.2,256,Hardcover,16.8,2004
Worse Than Watergate: The Secret Presidency of George W. Bush,John W. Dean,4.5,198,Hardcover,14.97,2004
"10 Real SATs, Third Edition",The College Board,3.2,39,Paperback,1.6,2004
"Deliver Us from Evil: Defeating Terrorism, Despotism, and Liberalism",Sean Hannity,4.6,1157,Hardcover,13.14,2004
Ten Big Ones (Stephanie Plum Novels),Janet Evanovich,4.7,1476,Hardcover,14,2004
How to Talk to a Liberal (If You Must): The World According to Ann Coulter,Ann Coulter,4.5,906,Hardcover,14.67,2004
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,4.7,1123,Hardcover,31.95,2004
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.8,66271,Paperback,13.88,2004
American Dynasty,Kevin Phillips,4,147,Hardcover,13.59,2004
His Excellency: George Washington,Joseph J. Ellis,4.5,724,Hardcover,23.9,2004
Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,4.8,20249,Hardcover,1.88,2004
What to Expect When You're Expecting,Heidi Murkoff,4.5,721,Paperback,11.99,2004
Lies and the Lying Liars Who Tell Them,Al Franken,4.5,2160,Hardcover,8.99,2004
"The Sexy Years: Discover the Hormone Connection--The Secret to Fabulous Sex, Great Health, and Vitality, for Women and Men",Suzanne Somers,4.4,249,Hardcover,11.7,2004
"Big Russ and Me, Father and Son: Lessons of Life",Tim Russert,4.6,275,Hardcover,12.96,2004
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,38489,Paperback,1.11,2004
Counting Kisses: A Kiss & Read Book,Karen Katz,4.6,963,Board book,0.25,2004
The Gourmet Cookbook: More than 1000 recipes,Ruth Reichl,4.7,278,Hardcover,64,2004
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2004
Trace: A Scarpetta Novel,Patricia Cornwell,4.3,1380,Hardcover,8.06,2004
Father Joe: The Man Who Saved My Soul,Tony Hendra,4.4,240,Hardcover,15.4,2004
Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,4.6,607,Paperback,1.49,2004
Your Best Life Now: 7 Steps to Living at Your Full Potential,Joel Osteen,4.6,1234,Hardcover,7.98,2004
The Abs Diet: The Six-Week Plan to Flatten Your Stomach and Keep You Lean for Life,David Zinczenko,4.4,657,Hardcover,11.64,2004
Goodnight Moon,Margaret Wise Brown,4.9,13425,Board book,0.25,2004
Barefoot in Paris: Easy French Food You Can Make at Home,Ina Garten,4.8,772,Hardcover,22.88,2004
Glorious Appearing: The End of Days,Tim lahaye,4.8,884,Hardcover,15.16,2004
London Bridges (Alex Cross Novel),James Patterson,4.6,1797,Hardcover,8,2004
When Will Jesus Bring the Pork Chops?,George Carlin,4.5,386,Hardcover,14.99,2004
Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,4.8,20249,Hardcover,1.88,2003
The Da Vinci Code,Dan Brown,4.6,8583,Hardcover,0.01,2003
"The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",Arthur Agatston,4.4,2405,Hardcover,11.4,2003
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3974,Hardcover,11.98,2003
The Purpose Driven Life,Rick Warren,4.4,3729,Hardcover,31.1,2003
Lies and the Lying Liars Who Tell Them,Al Franken,4.5,2160,Hardcover,8.99,2003
The Secret Life of Bees,Sue Monk Kidd,4.7,7362,Paperback,10.85,2003
The Five People You Meet in Heaven,Mitch Albom,4.7,7259,Hardcover,9,2003
Who Moved My Cheese,Spencer Johnson,4.6,9633,Hardcover,14.4,2003
Execution: The Discipline of Getting Things Done,Larry Bossidy,4.3,659,Hardcover,16.95,2003
Dr. Atkins' New Diet Revolution,Robert C. Atkins,4.3,2133,Paperback,0.35,2003
"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",Gallup,3.5,712,Hardcover,15.77,2003
Life of Pi,Yann Martel,4.4,11868,Paperback,0.35,2003
Seabiscuit: An American Legend,Laura Hillenbrand,4.7,1764,Paperback,13.68,2003
A Short History of Nearly Everything,Bill Bryson,4.6,6992,Hardcover,2.83,2003
The King of Torts,John Grisham,4.4,1501,Hardcover,17.1,2003
Living History,Hillary Rodham Clinton,4.3,857,Hardcover,16.98,2003
"500 Low-Carb Recipes: 500 Recipes, from Snacks to Dessert, That the Whole Family Will Love",Dana Carpender,4.3,667,Paperback,14.7,2003
The Ultimate Weight Solution,Dr. Phil McGraw,4.2,392,Hardcover,10.6,2003
Angels & Demons,Dan Brown,4.6,6318,Paperback,4.99,2003
Fish: A Proven Way to Boost Morale and Improve Results,Stephen C. Lundin,4.6,1483,Hardcover,16.99,2003
The Essential 55: An Award-Winning Educator's Rules for Discovering the Successful Student in Every Child,Ron Clark,4.7,814,Hardcover,12.85,2003
The Lovely Bones,Alice Sebold,4.5,5838,Hardcover,19.9,2003
Moneyball: The Art of Winning an Unfair Game,Michael Lewis,4.7,2486,Hardcover,18.58,2003
"Dude, Where's My Country?",Michael Moore,4.2,662,Hardcover,9.15,2003
"East of Eden, John Steinbeck Centennial Edition",John Steinbeck,4.7,4491,Paperback,15.14,2003
The 7 Habits of Highly Effective People,Stephen R. Covey,4.6,6199,Paperback,25.99,2003
Treason: Liberal Treachery from the Cold War to the War on Terrorism,Ann Coulter,4.8,1254,Hardcover,13.59,2003
Stupid White Men ...And Other Sorry Excuses for the State of the Nation!,Michael Moore,4.4,909,Paperback,13.19,2003
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money-That the Poor and the Middle Class Do Not!,Robert T. Kiyosaki,4.7,38610,Paperback,0.99,2003
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3851,Hardcover,16.65,2003
Benjamin Franklin: An American Life,Walter Isaacson,4.6,1569,Hardcover,22.75,2003
Dr. Atkins' New Carbohydrate Gram Counter,Robert C. Atkins M.D.,4.3,1091,Paperback,0.5,2003
Atkins for Life: The Complete Controlled Carb Program for Permanent Weight Loss and Good Health,Robert C. Atkins,4.2,197,Hardcover,10.16,2003
"First, Break All the Rules: What the World's Greatest Managers Do Differently",Marcus Buckingham,4.6,1219,Hardcover,17.99,2003
"The Elements of Style, Fourth Edition",William Strunk Jr.,4.7,5444,Paperback,0.94,2003
Complete Atkins' Three Book Package,Robert C. Atkins M.D.,4.4,123,Hardcover,18.85,2003
Wolves of the Calla (Dark Tower),Stephen King,4.7,2590,Hardcover,34.9,2003
"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",Jim Loehr,4.6,647,Hardcover,20.98,2003
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.7,22441,Hardcover,2.41,2003
Bleachers,John Grisham,4.4,1115,Hardcover,0.25,2003
What Should I Do With My Life: The True Story of People Who Answered the Ultimate Question,Po Bronson,4.4,369,Hardcover,16.9,2003
Rachael Ray 30-Minute Meals 2,Rachael Ray,4.4,185,Paperback,12.99,2003
Bel Canto,Ann Patchett,4.2,2971,Paperback,7.94,2003
How to Win Friends & Influence People,Dale Carnegie,4.7,34503,Mass Market Paperback,20.1,2003
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,4.5,2527,Paperback,0.01,2003
Wild at Heart: Discovering The Secret of a Man's Soul,John Eldredge,4.7,4511,Hardcover,25.48,2003
Dereliction of Duty: The Eyewitness Account of How President Bill Clinton Compromised America's Long-Term National Security,Robert Patterson,4.5,393,Hardcover,15.96,2003
Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,4.8,7510,Board book,0.25,2003
Harry Potter Boxset 1-4,J.K. Rowling,4.6,648,Paperback,10.17,2003
The No. 1 Ladies' Detective Agency (Book 1),Alexander McCall Smith,4.4,2074,Paperback,11.98,2003
Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,4.5,588,Paperback,20.99,2003
The Teeth of the Tiger (Jack Ryan Novels),Tom Clancy,4.2,1433,Hardcover,15,2003
Raving Fans: A Revolutionary Approach To Customer Service,Ken Blanchard,4.6,928,Hardcover,13.7,2003
J.R.R. Tolkien Boxed Set (The Hobbit and The Lord of the Rings),J.R.R. Tolkien,4.7,12563,Mass Market Paperback,21.5,2003
The Very Hungry Caterpillar,Eric Carle,4.9,31511,Board book,0.94,2003
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,4006,Paperback,0.94,2003
Body for Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,4.4,1158,Hardcover,35.5,2003
To the Nines: Stephanie Plum Novels,Janet Evanovich,4.7,1320,Hardcover,14.99,2003
Eragon (Inheritance),Christopher Paolini,4.8,5576,Hardcover,15.59,2003
The Hours,Michael Cunningham,4.4,840,Mass Market Paperback,9.59,2003
Who's Looking Out for You?,Bill O'Reilly,4.3,437,Hardcover,8.99,2003
Deception Point,Dan Brown,4.4,4192,Mass Market Paperback,8.97,2003
Bushwhacked: Life in George W. Bush's America,Molly Ivins,4.6,96,Hardcover,11.95,2003
Beyond Belief: The Secret Gospel of Thomas,Elaine Pagels,4.4,483,Hardcover,12.35,2003
Holes (Holes Series),Louis Sachar,4.8,9737,Paperback,8.49,2003
30-Minute Meals,Rachael Ray,4.3,188,Paperback,12.79,2003
8 Minutes in the Morning: A Simple Way to Shed Up to 2 Pounds a Week -- Guaranteed,Jorge Cruise,4.2,335,Paperback,14.19,2003
"The Savage Nation: Saving America from the Liberal Assault on Our Borders, Language and Culture",Michael Savage,4.6,424,Hardcover,0.25,2003
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.5,2191,Hardcover,23,2003
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,22027,Board book,0.94,2003
Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,4.8,20249,Hardcover,1.98,2003
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,4.4,7568,Hardcover,5.32,2003
The One Minute Manager,Kenneth Blanchard,4.6,2225,Paperback,8.99,2003
The Complete Far Side: 1980-1994,Gary Larson,4.9,2489,Hardcover,159.99,2003
Leap of Faith: Memoirs of an Unexpected Life,Queen Noor,4.3,267,Hardcover,19.55,2003
"1,000 Places to See Before You Die: A Traveler's Life List",Patricia Schultz,4.4,518,Paperback,11.91,2003
"Oh, the Places You'll Go!",Dr. Seuss,4.9,17081,Hardcover,0.35,2003
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.8,66271,Paperback,13.88,2003
What to Expect When You're Expecting,Heidi Murkoff,4.5,721,Paperback,11.99,2003
The Big Bad Wolf,James Patterson,4.7,1688,Hardcover,0.01,2003
Mrs. Dalloway,Virginia Woolf,4.2,1703,Paperback,11.99,2003
Atonement: A Novel,Ian McEwan,4.3,2384,Paperback,10.78,2003
The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,4.5,420,Paperback,30.69,2003
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,38489,Paperback,1.11,2003
Life of Pi,Yann Martel,4.4,11868,Hardcover,16.23,2003
"Merriam-Webster's Collegiate Dictionary, 11th Edition, Jacketed Hardcover, Indexed, 2020 Copyright",Merriam-Webster,4.6,3616,Hardcover,2.36,2003
Goodnight Moon,Margaret Wise Brown,4.9,13425,Board book,0.25,2003
Harry Potter and the Order of the Phoenix (Book 5),J.K. Rowling,4.8,20249,Audio CD,3.98,2003
The Good Carb Cookbook: Secrets of Eating Low on the Glycemic Index,Sandra Woodruff,4,122,Paperback,18,2003
Kate Remembered,A. Scott Berg,4.5,164,Hardcover,14.55,2003
"The Slippery Slope (A Series of Unfortunate Events, Book 10)",Lemony Snicket,4.8,599,Hardcover,12.49,2003
Blow Fly,Patricia Cornwell,4.2,1391,Hardcover,13,2003
Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,4.3,2490,Paperback,11.03,2003
Digital Fortress: A Thriller,Dan Brown,4.3,3825,Paperback,0.25,2003
"Who's Your Caddy?: Looping for the Great, Near Great, and Reprobates of Golf",Rick Reilly,4.5,227,Hardcover,12,2003
The First Days of School: How to Be an Effective Teacher,Harry K. Wong,4.6,879,Paperback,22.9,2003
What to Expect the First Year,Arlene Eisenberg,4.6,152,Paperback,6.97,2003
The Great Unraveling: Losing Our Way in the New Century,Paul Krugman,4.3,166,Hardcover,15.5,2003
Schott's Original Miscellany,Ben Schott,4.6,211,Hardcover,18,2003
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3974,Hardcover,11.98,2002
Who Moved My Cheese,Spencer Johnson,4.6,9633,Hardcover,14.4,2002
The Lovely Bones,Alice Sebold,4.5,5838,Hardcover,19.9,2002
Fish: A Proven Way to Boost Morale and Improve Results,Stephen C. Lundin,4.6,1483,Hardcover,16.99,2002
Stupid White Men ...And Other Sorry Excuses for the State of the Nation!,Michael Moore,4.4,909,Paperback,13.19,2002
The Nanny Diaries: A Novel,Emma Mclaughlin,4.2,1075,Hardcover,11.21,2002
Self Matters: Creating Your Life from the Inside Out,Phillip C. McGraw,4.4,653,Hardcover,14.5,2002
Execution: The Discipline of Getting Things Done,Larry Bossidy,4.3,659,Hardcover,16.95,2002
The Summons,John Grisham,4.4,1951,Hardcover,18.04,2002
"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",Gallup,3.5,712,Hardcover,15.77,2002
The Wisdom of Menopause: Creating Physical and Emotional Health and Healing During the Change,Christiane Northrup,4.4,174,Hardcover,12,2002
A Mind at a Time,Mel Levine M.D.,4.3,160,Hardcover,9.99,2002
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money-That the Poor and the Middle Class Do Not!,Robert T. Kiyosaki,4.7,38610,Paperback,0.99,2002
"First, Break All the Rules: What the World's Greatest Managers Do Differently",Marcus Buckingham,4.6,1219,Hardcover,17.99,2002
Atonement: A Novel,Ian McEwan,4.3,2384,Hardcover,18.94,2002
Red Rabbit,Tom Clancy,4.3,1198,Hardcover,17.49,2002
Slander: Liberal Lies About the American Right,Ann Coulter,4.5,827,Hardcover,11.36,2002
Bias: A CBS Insider Exposes How the Media Distort the News,Bernard Goldberg,4.5,737,Hardcover,16.59,2002
The Sopranos Family Cookbook: As Compiled by Artie Bucco,Artie Bucco,4.7,1345,Hardcover,20.48,2002
"The Shelters of Stone (Earth's Children, Book 5)",Jean M. Auel,4.4,2002,Hardcover,12.93,2002
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.7,22441,Hardcover,2.41,2002
Body for Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,4.4,1158,Hardcover,35.5,2002
The 7 Habits of Highly Effective People,Stephen R. Covey,4.6,6199,Paperback,25.99,2002
Leadership,Rudolph W. Giuliani,4.3,195,Hardcover,18.99,2002
"Get With the Program!: Getting Real About Your Health, Weight, and Emotional Well-Being",Bob Greene,4.2,54,Hardcover,15.85,2002
J.R.R. Tolkien Boxed Set (The Hobbit and The Lord of the Rings),J.R.R. Tolkien,4.7,12563,Mass Market Paperback,21.5,2002
Prey,Michael Crichton,4.4,1667,Hardcover,16.4,2002
What Went Wrong?: Western Impact and Middle Eastern Response,Bernard Lewis,4.2,194,Hardcover,18.53,2002
Bush at War,Bob Woodward,4.4,234,Hardcover,16.7,2002
The Perricone Prescription: A Physician's 28-Day Program for Total Body and Face Rejuvenation,Nicholas Perricone M.D.,4.4,228,Hardcover,13,2002
Satisfaction: The Art of the Female Orgasm,Kim Cattrall,4.3,122,Hardcover,45.99,2002
Dr. Atkins' New Diet Revolution,Robert C. Atkins,4.3,2133,Paperback,0.35,2002
"The Elements of Style, Fourth Edition",William Strunk Jr.,4.7,5444,Paperback,0.94,2002
Jack: Straight from the Gut,Jack Welch,4.4,515,Hardcover,14.85,2002
Let Freedom Ring: Winning the War of Liberty over Liberalism,Sean Hannity,4.5,485,Hardcover,15.49,2002
